%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1580139977179510662,313,1580139977176894903,/rgps,6,15,45.6244504271,9.2819011106,230.269012125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139977276765716,314,1580139977276925086,/rgps,6,15,45.6244558319,9.28190338871,230.26724098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139977379878537,315,1580139977378371953,/rgps,6,15,45.6244611496,9.28190585483,230.257800217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139977489121772,316,1580139977491451978,/rgps,6,15,45.6244664135,9.28190846907,230.246697551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139977574022161,317,1580139977571014881,/rgps,6,15,45.6244716361,9.28191123612,230.246920178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139977671174506,318,1580139977672137975,/rgps,6,15,45.6244767481,9.28191424639,230.256885271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139977777259416,319,1580139977777494907,/rgps,6,15,45.6244817411,9.28191742443,230.250122301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139977880265004,320,1580139977876931905,/rgps,6,15,45.6244866582,9.28192078747,230.240715115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139977977146290,321,1580139977979721069,/rgps,6,15,45.6244914508,9.28192433667,230.235964134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139978083190344,322,1580139978088680028,/rgps,6,15,45.6244961618,9.28192807044,230.23738852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139978186316604,323,1580139978185364007,/rgps,6,15,45.6245007614,9.28193201175,230.236567025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139978283420561,324,1580139978283341884,/rgps,6,15,45.6245052136,9.28193612994,230.234676923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139978380303000,325,1580139978382632017,/rgps,6,15,45.6245095492,9.28194041644,230.229443496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139978483431529,326,1580139978485836029,/rgps,6,15,45.6245137803,9.28194489512,230.232751767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139978574315468,327,1580139978576616048,/rgps,6,15,45.6245178477,9.28194957231,230.234904183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139978680328245,328,1580139978678834915,/rgps,6,15,45.6245217681,9.28195447574,230.234619662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139978777413167,329,1580139978778965950,/rgps,6,15,45.6245255486,9.2819595684,230.236055397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139978880762437,330,1580139978880330085,/rgps,6,15,45.6245291976,9.28196487716,230.238321783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139978974613183,331,1580139978979840040,/rgps,6,15,45.624532674,9.28197034191,230.245695894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139979086871113,332,1580139979085964918,/rgps,6,15,45.6245360169,9.28197594694,230.248671911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139979177867585,333,1580139979179769039,/rgps,6,15,45.6245392377,9.28198171055,230.252478373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
