%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1580139876232636308,5894,1580139876233740091,/fgps,1,13,45.6226967277,9.28165005207,227.636726902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139876329712376,5895,1580139876332324028,/fgps,1,13,45.6226970309,9.28164994487,227.640435678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139876429692394,5896,1580139876432300090,/fgps,1,13,45.6226971271,9.28164980354,227.658590815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139876529872445,5897,1580139876530312061,/fgps,1,13,45.6226971859,9.281649702,227.689227163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139876632944994,5898,1580139876635591030,/fgps,1,13,45.6226970315,9.28164958168,227.719899564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139876736149116,5899,1580139876737180948,/fgps,1,13,45.6226969117,9.28164948048,227.760557097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139876823048686,5900,1580139876826690912,/fgps,1,13,45.6226967612,9.28164938372,227.794942215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139876933283569,5901,1580139876932605981,/fgps,1,13,45.6226966714,9.28164923222,227.825465314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139877033306537,5902,1580139877032474994,/fgps,1,13,45.6226965883,9.28164916795,227.85584062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139877133482032,5903,1580139877130191087,/fgps,1,13,45.6226964671,9.28164907842,227.894541312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139877230479861,5904,1580139877233724117,/fgps,1,13,45.6226962998,9.28164898957,227.941688511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
